43.172151376630126 25.15823649430832, 43.17214744577517 25.158225714524907, 43.172139584064475 25.1582149347415, 43.17211992978331 25.1582149347415, 43.17205703604108 25.15819337517468, 43.17203345087104 25.158187985282975, 43.17199807309892 25.15818259539127, 43.171974487906105 25.15818259539127, 43.17196662617315 25.158187985282975, 43.17196269530628 25.158198765066384, 43.17196269530628 25.158231104416615, 43.1719509027042 25.15830117300877, 43.17195090270419 25.158344292142417, 43.171958764439175 25.158355071925822, 43.171998073098905 25.158355071925822, 43.172029520008486 25.158360461817526, 43.172080621202 25.15837663149264, 43.17210420635383 25.158382021384348, 43.172115998926316 25.158382021384348, 43.172123860640056 25.15836585170923, 43.172123860640056 25.158355071925822, 43.17214351491995 25.158322732575595, 43.17215530748484 25.158295783117072, 43.17214744577517 25.158268833658553, 43.17214744577516 25.158258053875137, 43.17215137663014 25.158252663983433, 43.172151376630126 25.15823649430832
43.17230074893144 25.159583967234497, 43.172304679776545 25.159557017775974, 43.172308610621414 25.159497728967224, 43.17230861062139 25.159486949183812, 43.172304679776545 25.1594707795087, 43.172296818086096 25.159459999725293, 43.17228109470214 25.159459999725293, 43.172257509618625 25.15944921994188, 43.17223392452602 25.159443830050172, 43.172206408573125 25.159443830050172, 43.172186754313465 25.159433050266767, 43.17215530748485 25.159433050266767, 43.17208062120201 25.159411490699945, 43.17204917431872 25.15940610080824, 43.1720098656919 25.15940610080824, 43.17198234963806 25.15940071091654, 43.171958764439175 25.159389931133127, 43.171927317493186 25.159389931133127, 43.17191552488426 25.15940610080824, 43.17191945575414 25.159454609833585, 43.17193517923119 25.1594707795087, 43.1719351792312 25.159513898642334, 43.17194304096823 25.15952467842575, 43.17197055703976 25.15953006831745, 43.17199807309891 25.15953006831745, 43.172017727419295 25.159535458209156, 43.17202952000847 25.15954623799256, 43.172057036041075 25.15955162788427, 43.17208848292028 25.15955162788427, 43.17212386064006 25.15956779755938, 43.17214351491994 25.159573187451088, 43.17216710004747 25.159573187451088, 43.1721906851659 25.159583967234497, 43.17221820112589 25.159583967234497, 43.17224571707346 25.159594747017906, 43.172292887240474 25.159594747017906, 43.17230074893144 25.159583967234497
43.1723636424227 25.158915620663112, 43.17236364242268 25.158856331854363, 43.172355780739835 25.15884555207095, 43.17234005737107 25.15884555207095, 43.17231647231033 25.158834772287545, 43.172292887240474 25.158829382395837, 43.17224571707346 25.158823992504132, 43.1722024777217 25.15880782282902, 43.17217889260783 25.15880782282902, 43.17215530748484 25.158802432937314, 43.17213565320875 25.15879704304561, 43.17209634463756 25.1587808733705, 43.17207275948271 25.158775483478788, 43.17199414223409 25.158759313803674, 43.17196662617315 25.158759313803674, 43.17191159401409 25.158748534020265, 43.17177008252028 25.15871080477833, 43.17171111930108 25.158705414886626, 43.17163643247504 25.158683855319808, 43.17159319269191 25.158678465428103, 43.17158533090985 25.158683855319808, 43.17158140001847 25.15869463510322, 43.17157746912681 25.158726974453447, 43.17157746912681 25.158770093587083, 43.17156567645033 25.15881860261243, 43.17156960734275 25.158840162179242, 43.17158533090985 25.15884555207095, 43.17161284714256 25.158850941962655, 43.17166001779839 25.158856331854363, 43.171703257534226 25.158872501529473, 43.17174649723944 25.15888328131289, 43.17180152954725 25.158894061096294, 43.171832976558015 25.158894061096294, 43.1718644235526 25.158899450988, 43.17188800878792 25.1589048408797, 43.171954833571824 25.15892640044652, 43.17197841877221 25.158931790338226, 43.172029520008486 25.15893718022993, 43.172096344637566 25.158953349905044, 43.17211599892631 25.158964129688457, 43.1722024777217 25.158985689255278, 43.172226062826454 25.158985689255278, 43.172249647922094 25.158996469038684, 43.17227323300865 25.158996469038684, 43.172296818086096 25.159001858930385, 43.17231647231033 25.159012638713797, 43.17234398821363 25.159012638713797, 43.17234791905595 25.15900724882209, 43.17235184989802 25.158996469038684, 43.17235578073983 25.158974909471862, 43.1723636424227 25.158915620663112
43.17242260501192 25.158355071925822, 43.17241474333666 25.158344292142417, 43.17237150410453 25.158333512359004, 43.172296818086096 25.158322732575595, 43.172210339424296 25.158295783117072, 43.17216316919352 25.158295783117072, 43.17215530748484 25.158311952792182, 43.17215137663014 25.158328122467296, 43.172131722352766 25.158360461817526, 43.17213172235276 25.158371241600943, 43.17212386064006 25.158382021384348, 43.17212386064006 25.15838741127605, 43.172115998926316 25.158392801167754, 43.17211992978331 25.15843053040969, 43.172131722352766 25.158446700084806, 43.17214351491995 25.158452089976507, 43.17215923833931 25.15845747986821, 43.17221427027522 25.158462869759916, 43.17223785537543 25.158468259651617, 43.172320403154416 25.158495209110143, 43.17238329662542 25.158505988893552, 43.17240295082183 25.158505988893552, 43.17241081249863 25.158495209110143, 43.172410812498626 25.158473649543325, 43.172418674174395 25.158441310193094, 43.17242260501192 25.15839819105946, 43.17242260501192 25.158355071925822
43.17265452397724 25.159389931133127, 43.172650593154664 25.159384541241423, 43.172642731508724 25.159379151349714, 43.17261521574002 25.159379151349714, 43.172595561611935 25.15936837156631, 43.17257197664986 25.159362981674604, 43.17254839167869 25.159362981674604, 43.17254053001958 25.159373761458014, 43.172532668359494 25.15940071091654, 43.172532668359494 25.15941688059165, 43.17254053001958 25.159443830050172, 43.1725405300196 25.15946538961699, 43.17253659918968 25.1594707795087, 43.17253659918969 25.159492339075516, 43.172540530019596 25.159503118858925, 43.17254446084928 25.15950850875063, 43.172552322507855 25.159513898642334, 43.17256804582196 25.15951928853404, 43.17260342326392 25.15952467842575, 43.172627008213844 25.15952467842575, 43.17264273150874 25.159513898642334, 43.17264666233182 25.159492339075516, 43.1726466623318 25.159459999725293, 43.17265452397724 25.159433050266767, 43.17265845479956 25.15940610080824, 43.17265452397724 25.159395321024835, 43.17265452397724 25.159389931133127
43.17279996423498 25.158753923911974, 43.17280389504795 25.158737754236853, 43.17280782586067 25.158716194670042, 43.17280782586067 25.158678465428103, 43.17280389504795 25.158667685644698, 43.172796033421754 25.158656905861285, 43.17278817179457 25.158651515969584, 43.17276458690686 25.158646126077876, 43.172752794459605 25.15864073618617, 43.172744932826845 25.158635346294467, 43.17273314037579 25.158619176619354, 43.1727331403758 25.158613786727653, 43.17272527874047 25.158603006944237, 43.17270955546686 25.15859222716083, 43.17269776300897 25.158586837269127, 43.17265452397726 25.158576057485714, 43.17262700821385 25.15858144737742, 43.17262700821384 25.158624566511058, 43.17261914656489 25.158667685644698, 43.172619146564884 25.158716194670042, 43.172627008213844 25.158726974453447, 43.17267024726505 25.158737754236853, 43.17277244853711 25.158759313803674, 43.17279996423498 25.158753923911974
43.172980781369716 25.158861721746067, 43.1729689889642 25.15884555207095, 43.172953265753314 25.158840162179242, 43.172937542538385 25.158840162179242, 43.17292968092939 25.158850941962655, 43.17292575012452 25.15886711163777, 43.17292181931939 25.15888867120459, 43.172917888514014 25.158915620663112, 43.17287464963814 25.158915620663112, 43.17284320316373 25.158910230771408, 43.17281961829729 25.158899450988, 43.172768517722126 25.158894061096294, 43.17269776300896 25.158877891421177, 43.172678108907434 25.15886711163777, 43.172658454799574 25.158861721746067, 43.17259949243805 25.158861721746067, 43.172587699958896 25.158877891421177, 43.17258376913204 25.15888867120459, 43.17257983830487 25.15892640044652, 43.17257983830489 25.15902341849721, 43.17259163078555 25.15903958817232, 43.17259949243807 25.159044978064024, 43.17260735408953 25.159044978064024, 43.172615215740024 25.159050367955736, 43.17262307738949 25.15906114773914, 43.17263880068539 25.159071927522547, 43.172650593154664 25.159077317414255, 43.172666316443475 25.159082707305956, 43.172705624647804 25.15909348708937, 43.17272920955826 25.159098876981073, 43.17277637935184 25.15910426687278, 43.172796033421754 25.15910965676448, 43.17285106478384 25.159131216331303, 43.172870718829735 25.159136606223004, 43.172902165289955 25.15914199611471, 43.1729414733425 25.159147386006413, 43.1729689889642 25.159147386006413, 43.17297685056813 25.159136606223004, 43.172980781369716 25.1591258264396, 43.17298078136972 25.159098876981073, 43.1729689889642 25.159071927522547, 43.17296898896419 25.158985689255278, 43.172980781369716 25.158899450988, 43.172980781369716 25.158861721746067
43.17316945954825 25.158360461817526, 43.17316159796911 25.158349682034117, 43.17314194401686 25.158344292142417, 43.17310656688685 25.158344292142417, 43.17309084371136 25.158338902250705, 43.173075120531855 25.158328122467296, 43.17305546655176 25.158322732575595, 43.17300436617391 25.15831734268389, 43.17298471217106 25.158306562900478, 43.1729414733425 25.158295783117072, 43.172890372869254 25.15828500333366, 43.17282354910898 25.15827961344196, 43.172796033421754 25.158274223550247, 43.17277637935182 25.158268833658553, 43.172737071193055 25.158252663983433, 43.17266631644346 25.15823649430832, 43.172634869861774 25.15823649430832, 43.172630939037944 25.158247274091725, 43.17263093903795 25.15827961344196, 43.17262700821385 25.15828500333366, 43.17261914656487 25.15836585170923, 43.172619146564884 25.158403580951166, 43.172627008213844 25.158408970842867, 43.17265452397724 25.158408970842867, 43.17268203972824 25.15841436073457, 43.172701693828515 25.15841975062628, 43.172796033421754 25.158452089976507, 43.17283927235328 25.158462869759916, 43.172862857212124 25.158462869759916, 43.17288644206189 25.158468259651617, 43.172929680929386 25.158484429326737, 43.172961127359265 25.15848981921844, 43.173012227773285 25.15848981921844, 43.17308298212213 25.15850059900185, 43.17311049768008 25.158511378785263, 43.17314587480782 25.158511378785263, 43.17315373638897 25.15850059900185, 43.17316159796913 25.15845747986821, 43.173165528758794 25.158425140517984, 43.1731655287588 25.158392801167754, 43.17316945954825 25.15838741127605, 43.17316945954825 25.158360461817526
43.173570398742164 25.15768133546273, 43.173574329505534 25.15765977589591, 43.17357039874216 25.157595097195458, 43.17356253721463 25.157589707303753, 43.17355074492146 25.157589707303753, 43.17354288339139 25.157584317412045, 43.173535021860346 25.15757353762864, 43.173503575725974 25.157557367953522, 43.17347999111457 25.157535808386708, 43.173472129575394 25.157530418495, 43.17345640649405 25.157530418495, 43.17344854495184 25.157525028603295, 43.17344068340863 25.157514248819886, 43.17344068340864 25.157492689253065, 43.17343282186444 25.157481909469656, 43.173417098772944 25.15747112968625, 43.17338172180232 25.157444180227724, 43.17337386025052 25.157444180227724, 43.173358137143865 25.15743340044432, 43.173338483254845 25.157417230769198, 43.17330703701927 25.15738489141897, 43.173299175457856 25.157379501527267, 43.17324414449954 25.157379501527267, 43.17323235214489 25.15736872174386, 43.17322055978795 25.157363331852153, 43.173196975067235 25.15736872174386, 43.17319697506723 25.15738489141897, 43.173189113491645 25.157401061094088, 43.17319304427959 25.15743340044432, 43.17323628293003 25.157460349902845, 43.17325593685194 25.157481909469656, 43.17336599869769 25.157557367953522, 43.17342102954619 25.157589707303753, 43.17346033726476 25.157616656762276, 43.17352716032826 25.157670555679324, 43.17355074492146 25.157686725354434, 43.173570398742164 25.15768133546273
43.173719767572784 25.159287523190738, 43.17372762908006 25.159233624273693, 43.17372762908004 25.159195895031758, 43.17373155983332 25.159190505140057, 43.17372762908005 25.159152775898125, 43.173719767572784 25.159147386006413, 43.17370404455519 25.15914199611471, 43.17368046002119 25.159136606223004, 43.17361363712543 25.1591258264396, 43.17357039874216 25.15910965676448, 43.17354681415656 25.15910426687278, 43.17352322956184 25.15910426687278, 43.173499644958014 25.159098876981073, 43.173460337264764 25.159082707305956, 43.17342496031919 25.159082707305956, 43.17337779102655 25.159066537630846, 43.17332669091841 25.15906114773914, 43.17327952154986 25.159044978064024, 43.173255936851916 25.15903958817232, 43.173204836641816 25.15903958817232, 43.17319697506725 25.159050367955736, 43.17319304427959 25.159066537630846, 43.17318911349165 25.15910965676448, 43.17318911349165 25.15918511524835, 43.1731930442796 25.159195895031758, 43.173200905854664 25.159206674815167, 43.173212698215394 25.15921206470687, 43.17322842135949 25.159217454598576, 43.17324807528392 25.159217454598576, 43.17326772920204 25.159228234381988, 43.173287383113816 25.159233624273693, 43.173322760139094 25.159239014165394, 43.17337386025052 25.159239014165394, 43.173460337264764 25.159260573732215, 43.17349178342139 25.159276743407325, 43.173511437261084 25.159282133299033, 43.173562537214636 25.159292913082446, 43.17359791408051 25.159292913082446, 43.173637221685226 25.159309082757556, 43.173668667750796 25.15931447264926, 43.17370011380014 25.15931447264926, 43.17370404455519 25.159309082757556, 43.17371190606448 25.159309082757556, 43.173719767572784 25.159287523190738
