latitude,longitude,CAMS_no2_conc_high,CAMS_no2_conc,ERA5_skt,ERA5_blh,ERA5_tp,ERA5_windspeed,ERA5_t2m,ERA5_uvb,OSM_sum_highway_score,OSM_max_highway_score,road_traffic,HDX_population_density_frequency
43.532288,1.5529464,-1.6542339,-0.9329734,-1.614306,-0.25832787,0.72484654,-0.26141727,0.05244287,0.7279474,6.062538,-3.9774055,-0.6031922,3.4937856
43.532288,1.5606856,-1.6435256,-0.96306324,-1.5456996,-0.3894478,0.7156752,-0.19081683,-0.036523685,0.7764203,-3.055678,-0.3321374,-0.69898635,-4.1597505
43.540028,1.313029,-1.0422493,-0.36354828,-1.82799,-0.083698906,3.4686325,-0.20822975,-0.076298885,1.5948367,5.5962014,-0.14660458,0.066641785,-3.3363411
43.540028,1.3207684,-1.2198491,-0.6998343,-1.8715141,-0.28193876,0.9370798,-0.29483315,-0.17081562,1.0090706,-1.2724364,-0.67587024,-0.6670138,-3.9394176
43.540028,1.3285077,-1.1126871,-0.8064761,-1.8240683,-0.0040989257,0.714055,-2.9760363,-0.26747575,0.93583906,-1.428879,0.46114138,-0.6268136,-3.7065465
43.540028,1.3362468,-1.6741787,-0.87532216,-2.050626,-0.8152663,0.53951865,0.0805548,-0.11323788,0.6207836,-3.9187288,-0.6741047,-0.8259554,-3.731925
43.540028,1.3439862,-2.5242105,-0.87346494,-1.9401548,-0.5814658,0.6016823,0.537374,0.006683698,0.9935204,-1.6134008,-0.6908438,-0.6546887,2.5163152
43.540028,1.3517255,-1.41141,0.06966241,-2.2158017,-0.41291037,0.6977321,0.06347026,-0.55321646,1.1588247,-0.8275138,-0.49384698,-0.3781944,-3.8765397
43.540028,1.3594646,-1.5635347,0.91574526,-1.9689155,-0.16733427,0.74736166,-0.055538885,-2.1194458,1.0016407,-1.0297165,0.33146858,-0.4650672,-5.329614
43.540028,1.367204,-1.559339,0.46264613,-1.9637794,-0.14739129,0.7473731,-0.014042227,-0.57607,1.0130801,-1.5565189,-0.37103155,-0.40821022,-5.3296676
43.540028,1.3826824,-1.2793663,0.11684786,-1.8361439,-0.14371373,0.7292172,0.2113206,-0.11953464,0.963877,-3.234618,-0.3270727,-0.6410419,-5.385437
43.540028,1.3904217,-1.9876331,0.5663633,-2.0782635,-0.27640247,0.29479873,0.0718181,-0.30364573,0.8569364,-2.7985623,-2.5143142,-1.01581,-6.7762446
43.540028,1.398161,-2.0147893,0.76270527,-2.0852575,-0.27597606,0.30392486,0.032823946,-0.3023219,0.8541743,-2.8351066,-2.4408348,-1.0227982,-7.45717
43.540028,1.4059004,-0.3298741,0.09805478,-1.9547834,-0.36893946,0.70683455,0.19325231,0.041280806,0.7908354,-1.286257,-3.5751987,-0.5076222,-1.6896485
43.540028,1.4213789,0.5776169,0.40572417,-1.6188086,-0.15529023,0.85749245,0.2233057,-0.20794474,1.1732432,-3.2637897,0.19199994,-0.11428331,-5.5005856
43.540028,1.4368573,0.5200632,0.2052868,-1.9571083,-0.039310917,3.4863234,-2.748261,-0.06931032,1.5344688,4.9948673,-0.034968715,0.39900047,-2.9501944
43.540028,1.4445966,-0.087043755,1.087451,-1.8777126,-0.21792127,0.59419143,-0.16480394,-0.44553977,0.4581755,-3.5560431,-0.21447481,-0.64315766,-4.2085304
43.540028,1.452336,-0.03429965,0.1157217,-1.9544631,-0.102678046,0.21218672,0.031373713,-0.16309635,1.0675848,-2.6862726,0.34976107,-0.43013924,-5.2246695
43.540028,1.4600751,0.2384179,0.79536575,-2.0214725,0.5562475,-2.6288352,-0.11100177,-0.009005802,0.92335117,5.539678,-0.2743573,-1.0139964,-4.536806
43.540028,1.5297285,-1.8518001,0.74770784,-1.6346582,-0.47431684,0.6022704,0.24793828,0.0031660479,1.0510944,5.525842,0.12869048,-0.12874883,-2.1958919
43.540028,1.5374678,-1.6349808,-0.8601378,-1.6402243,-0.36094403,0.7588521,-0.21225409,-0.019064592,0.7745793,-3.2939126,-0.33333293,-0.71132296,-4.277964
43.540028,1.5452071,-1.5069189,-0.8509893,-1.3413101,-0.16572891,0.82520455,0.05960426,-0.22859962,0.97182214,-2.9054353,0.14296266,-0.5260991,-6.388557
43.540028,1.5529464,-1.71367,-0.9335425,-1.6319562,0.017724667,0.7177182,-2.899901,-0.039705224,0.7252336,3.5603886,0.30965653,-0.8757143,2.594556
43.547768,1.313029,-1.107051,-0.5066996,-1.7906842,-0.2297237,0.71498805,-0.23248215,-0.0409109,0.9834267,-0.312232,-4.1140294,-0.72346604,-3.712375
43.547768,1.3207684,-0.8707397,-0.49423587,-1.8434082,-0.13996866,0.7444555,-2.9718137,-0.086394176,0.90169823,-2.2875988,0.38866538,-0.6607725,-3.9515185
43.547768,1.3285077,-1.7812947,0.4294967,-1.8699598,-0.2904731,0.6664546,-0.4033861,-0.117450625,0.5965146,11.754972,6.1569357,0.52362937,-0.7822026
43.547768,1.3362468,-1.6576115,0.5224978,-1.8472085,-0.16051678,0.72737557,-0.44128677,-0.07660696,0.68012375,-2.4473186,0.14207667,-0.64873654,-3.9391897
43.547768,1.3439862,-2.1627314,0.7492823,-2.0607915,-0.86599797,0.6744805,0.092432074,-0.067972735,0.8879468,2.1413064,0.75303197,0.68482584,-1.7444904
43.547768,1.3517255,-1.8785244,0.4482643,-2.142081,-0.21802668,0.716802,-0.06959327,-0.09488423,0.86841774,-1.1233687,-0.63913625,-0.58963567,-4.1484203
43.547768,1.3594646,-1.1525548,0.2337922,-2.0231771,-0.08335513,0.56216586,0.12456818,-0.054058924,1.0123614,-2.521932,-0.28912562,-0.65535146,-5.5877514
43.547768,1.367204,-1.1127809,0.29888123,-1.8263122,-0.108374976,0.766942,-0.20057304,-0.02662214,1.0046866,-0.04380994,-4.0181727,-0.74178755,-3.7230887
43.547768,1.3749433,-1.150839,0.31464392,-1.8056427,0.0522682,0.77627337,-0.23153198,0.058880605,0.94959104,5.175946,-4.2721443,-0.9100754,3.2691243
43.547768,1.3826824,-1.7383667,1.2063713,-1.9235024,-0.32845595,0.9258741,0.120243296,-0.121923566,0.8410054,-1.685801,-0.687689,-0.5768259,-3.6258502
43.547768,1.3904217,-1.7834786,0.4404087,-1.9699078,-0.5536152,1.0486751,0.2370724,-0.02975347,1.2990533,-1.4915705,-0.8091125,-0.45543468,-1.5204194
43.547768,1.398161,-1.3668871,3.506752,-1.8498956,-0.8974125,0.32053992,0.4476509,-0.6695677,1.7407938,4.090192,7.1348786,0.6700599,0.8675731
43.547768,1.4059004,-0.95319873,2.9362717,-1.9447845,-1.4975169,0.33468756,0.39487675,-0.4122151,1.7750347,0.28288725,7.6387067,0.27494574,1.3850138
43.547768,1.4136395,-0.42436963,0.0603862,-2.0891337,-0.42048693,0.7725288,0.03663618,-0.11069072,0.83555037,-1.5126259,0.3844448,-0.30553275,-2.4627025
43.547768,1.4213789,-0.27135146,0.3923428,-1.8979082,-0.26923376,0.809153,0.08391911,-0.6066087,0.98113906,-1.7955942,-0.31704614,-0.04908774,-5.002703
43.547768,1.4291182,0.48057345,-0.26715493,-1.7447505,-0.24697095,0.8822075,0.46750712,-0.14980118,1.2900647,-3.8631895,-0.36269304,-0.27677375,-5.7837276
43.547768,1.4368573,-0.50519276,0.6758521,-2.0515513,-0.1132203,0.6992114,-2.6997254,-0.059813976,1.0727069,-1.2287865,0.8926672,-0.5453598,-5.568476
43.547768,1.4445966,0.1640187,1.1116488,-2.0705104,0.6315109,-2.9407694,-0.27803233,-0.104719415,1.2711626,5.8444943,0.5808165,-0.97039205,-4.8105564
43.547768,1.452336,-0.367821,0.54971534,-1.9429625,-0.21599855,0.7263199,-0.22539774,-0.1654676,0.6877042,-2.0495484,0.20893201,-0.3792913,-4.190848
43.547768,1.4600751,-0.10608712,0.10782246,-1.9390264,-0.65318185,0.64022624,0.2322731,-0.07694434,0.8459204,-0.6489221,0.42222145,-0.5314896,-3.747266
43.547768,1.4678144,-0.36111253,0.54139113,-1.9282887,-0.7203023,0.58588564,0.24849895,-0.04613789,1.0582774,-2.5892596,0.5186599,-0.3592912,-2.860896
43.547768,1.51425,-1.9952395,0.80626875,-1.8719913,-0.047121447,0.5772896,0.10345254,-0.01140433,0.6305385,-3.6641939,0.33206862,-0.83555996,-4.94813
43.547768,1.5219893,-1.7138755,-0.30356836,-1.7251198,-0.14922877,0.5420505,0.08451005,-0.04391662,0.8918412,-2.6143355,0.05205184,-0.6590697,-4.8097997
43.547768,1.5297285,-1.8631314,-0.3907584,-1.5090303,-0.09524696,0.70944846,0.17314109,-0.10803843,0.831712,-3.3188767,0.15040222,-0.648039,-4.532206
43.547768,1.5374678,-1.9053619,0.50403106,-1.6931298,-0.3649427,1.1750382,-0.15598169,-0.14482671,0.1263686,-4.5179577,-0.31018364,-0.9071057,-4.032278
43.547768,1.5452071,-1.6420311,-0.93298256,-1.5798838,-0.052506026,0.7495382,-2.8770983,-0.108336166,0.6054535,-1.4592142,0.78619254,-0.71425515,-4.453376
43.547768,1.5529464,-1.664114,-1.1558824,-1.7068166,-0.044617135,0.9327246,-2.9596078,-0.25027323,0.9738352,0.07834983,0.53585684,-0.6653072,-3.9344318
43.547768,1.5606856,-1.935434,-0.9257292,-1.6214151,-0.24629681,0.60677105,0.06286713,-0.08672995,0.68247336,-1.5004522,0.21252728,-0.72711706,-5.8844476
43.555504,1.313029,-1.6699865,-0.45823604,-1.8074523,-0.32457548,0.6571853,0.0634497,-0.031455845,0.7750359,-0.24249978,-4.189705,-0.7067317,-3.4709342
43.555504,1.3207684,-1.0865995,-0.47911018,-1.8896359,-0.16752887,0.7367313,-2.9405632,-0.108062916,1.0019268,-1.3419087,0.12487729,-0.7106631,-6.056944
43.555504,1.3285077,-1.2415167,-0.4003179,-1.8242059,-0.21162562,0.6592441,0.13310342,0.03471688,0.8927091,-3.9696906,-0.105274655,-0.64593136,-4.7663875
43.555504,1.3362468,-1.6950563,0.5853227,-1.8191147,0.07885807,0.7075987,0.02947013,-0.020915153,0.71399045,-1.9352667,-4.3262596,-0.85459495,-3.3292174
43.555504,1.3439862,-1.1275908,0.35427183,-1.9679089,0.098149434,0.6979221,-0.24902543,0.121844396,0.9993002,5.1980143,-4.2742825,-0.8713892,3.2471898
43.555504,1.3517255,-1.7100688,0.47394574,-2.0611098,-0.113327086,0.5567945,0.11795204,-0.054413483,0.77309984,-2.4689984,-0.27253956,-0.62970346,-5.017161
43.555504,1.3594646,-1.6801441,0.5675955,-1.9720293,0.038435183,-0.026522428,-0.031178787,-0.15528329,0.8006883,-0.24696971,-0.6435021,-0.4472329,-4.1321225
43.555504,1.367204,-1.7183735,0.031753313,-2.0658813,-0.43601298,0.69195426,0.14544085,-0.11644976,0.9271682,-0.36634284,-0.89580864,-0.700258,-2.5689769
43.555504,1.3749433,-0.8871136,1.8995248,-2.1246085,-0.43529847,0.57055134,0.21933453,0.032259434,0.6134659,-4.2185984,-0.2640813,-0.2733293,-2.1208053
43.555504,1.3826824,-1.4562576,2.1455271,-1.9222293,-0.63525647,0.6373493,0.7186116,-0.16807087,1.37105,2.1610072,0.46601167,-0.34511167,-3.5076663
43.555504,1.3904217,-2.3674614,1.5743414,-1.8343836,-0.7258859,0.66138965,0.27365068,-0.1476559,1.2992587,-1.0914434,-2.1470976,-0.08991119,1.2212968
43.555504,1.398161,-2.723897,2.9584343,-1.7590903,-0.6114632,0.69684714,0.56094474,-0.20582671,1.1229715,3.6194043,-2.9327784,-0.08336281,-2.0858412
43.555504,1.4059004,-1.4268796,0.7217896,-2.2184167,-0.96648616,-0.048505384,0.19388951,-1.0895461,0.9578245,-1.7236644,5.108081,-1.3352063,2.1010864
43.555504,1.4136395,-1.6826992,0.54887867,-2.1871421,-1.2263006,-0.7329233,0.4870725,-0.79612124,1.5261364,-2.5964375,5.8499284,-1.2515372,3.6819375
43.555504,1.4213789,-1.70453,1.1076846,-2.0969732,-0.35649228,0.78512263,0.3815874,-0.8606111,1.6779395,0.5594647,0.2242885,-0.22582762,2.1719282
43.555504,1.4291182,-0.28719842,0.697244,-2.0000515,-0.12842566,3.4738183,0.19973005,-0.018684695,1.4251493,5.1854386,-0.16097063,0.36778408,-2.768011
43.555504,1.4368573,-0.53661877,0.7459965,-2.0538046,0.17372999,0.7975784,-2.6803436,-0.07595492,1.0706714,-0.752295,1.2524065,-0.4562462,-5.607453
43.555504,1.4445966,-0.26992786,1.0501761,-1.8304005,-0.20984319,0.9792688,-2.7017262,-0.085017644,0.97277445,-1.3166915,0.7066665,-0.27417994,-4.3855305
43.555504,1.452336,-0.36953956,1.1256847,-1.9055917,-0.7855237,0.67289114,0.25533536,-0.09153139,1.038667,-2.5986996,0.52236617,-0.071887106,-2.9603844
43.555504,1.4600751,-0.27797318,0.32353073,-2.078572,-0.2468402,0.7154204,-0.12540686,-0.0773545,0.59110296,-2.7964485,0.014958157,-0.3513267,-3.0633776
43.555504,1.4678144,-1.8291403,0.7202716,-2.0117497,-0.8588119,0.7025327,0.21440054,-0.19945024,0.68406874,-2.4022813,-0.4739049,-0.36471695,-0.68282425
43.555504,1.4755538,-0.63821095,0.8638526,-1.763258,-1.0114144,0.3782733,0.36470217,-0.5426921,1.1805421,-1.1438743,-0.4309769,0.016837135,-10.033444
43.555504,1.4832929,-0.112488,2.9288013,-1.2829936,-0.43062422,0.31481284,0.79009134,-0.07881682,1.2136736,10.8051815,2.5672772,-0.42597118,-4.133678
43.555504,1.4910322,-0.33221224,-0.017251357,-2.0864077,-0.41678894,0.5149391,0.20616879,0.060670264,0.45562854,-4.059491,0.62254965,-0.48128045,-3.790297
43.555504,1.4987715,-0.6665219,0.44969666,-1.875855,-0.37245396,0.6378038,0.24214108,0.02199257,0.8912146,-1.7636414,-0.3300217,-0.56134903,-5.5214043
43.555504,1.5065107,-2.058722,0.22790611,-1.6902231,-0.29210335,0.67840534,0.12741122,-0.28309438,0.647577,-4.947902,0.16778544,-1.0643611,-3.4161594
43.555504,1.51425,-2.1361194,0.19757158,-2.49733,-0.6973382,0.5745383,0.8563585,-0.13043782,1.0687758,1.814618,0.83181316,-0.10110849,-1.9983444
43.555504,1.5219893,-1.7198008,0.49566805,-1.9225122,-0.18096422,0.6414768,0.025688626,0.06165857,0.818589,-3.4438417,1.1207765,-0.69030905,-2.4044318
43.555504,1.5297285,-1.7482527,0.5233537,-1.6573099,-0.08351363,0.69338983,-0.3795183,-0.111364126,0.67386276,-2.6889553,0.29254022,-0.7166168,-3.984607
43.555504,1.5374678,-1.9771035,0.6603672,-1.7793076,-0.08739605,0.7229522,-0.32392883,-0.14165007,0.7793657,-1.4468825,0.32653812,-0.791562,-6.0858283
43.555504,1.5452071,-1.6150621,-0.07004602,-1.6853415,-0.43919566,0.7989928,-0.39778256,-0.1353886,0.19115402,0.10128995,0.40593526,-0.6719542,-5.694066
43.555504,1.5529464,-1.6054106,-0.9891324,-1.6520345,-0.045062874,0.7078252,-2.8778684,-0.21688966,0.6085054,-1.4668605,0.7857848,-0.7181363,-4.3361993
43.555504,1.5606856,-1.7156087,-0.84789366,-1.720704,-0.23654594,0.6515806,-0.3915042,-0.21369593,0.68340105,7.7972894,3.6184998,-0.7503858,-0.65548056
43.555504,1.5839034,-1.8613218,-1.3148772,-1.8145859,0.17458436,0.7381599,-2.77629,-0.254228,0.8160241,-0.15926653,1.0947031,-0.832939,-5.946883
43.555504,1.5916427,-1.6406428,-1.5878167,-1.6536963,-0.028131744,0.70840716,-2.8101,-0.22640924,0.7091201,-1.8043089,0.73769623,-0.75431025,-3.8514693
43.563244,1.3207684,-1.6588433,-0.43606448,-1.9593066,-0.08814885,-0.03576906,-0.042882636,-0.16170628,0.7794328,-0.055114117,-0.6872899,-0.36579633,-4.3850455
43.563244,1.3285077,-1.6236713,0.63847,-2.0602002,-0.19438669,0.5839764,0.13910836,0.037991866,0.56281614,-4.157308,-0.44434234,-0.62255746,-3.8835511
43.563244,1.3362468,-1.6666527,0.5425721,-1.8143928,-0.1650859,0.69785666,0.065299176,-0.030514808,0.7658645,-3.1524193,-0.54125214,-0.67389464,-3.9741874
43.563244,1.3439862,-1.5175759,0.68000585,-1.9941951,-0.32261646,0.71890557,-0.37828207,-0.029936442,0.26296586,-0.42673826,-0.14908604,-0.5589939,-5.6583123
43.563244,1.3517255,-1.5418262,0.70787764,-1.9717449,-0.3332324,0.7296847,-0.37919644,-0.037646033,0.28656256,-0.44308117,-0.14955945,-0.59747297,-5.6442246
43.563244,1.3594646,-1.7074146,0.70372593,-1.8304635,0.04594779,0.6731795,-0.37318298,-0.058918357,0.7100199,9.528436,7.4269323,-0.8296655,-0.3867101
43.563244,1.367204,-1.9938122,0.19516891,-2.2365823,-0.6666452,0.66131705,0.19473495,0.112255126,0.82282954,-4.4803224,-0.38272107,-0.89781356,-2.147989
43.563244,1.3749433,-2.1520705,1.9253865,-1.9231883,-0.53144515,0.7150648,0.33632627,-0.01772003,1.4028451,-0.76337725,-0.65403974,-0.31198844,0.7257409
43.563244,1.3826824,-2.3224258,0.8961112,-1.6977832,-0.48427835,0.6213271,0.66763157,0.04416749,1.6205196,1.8436964,-1.8024929,-0.28864115,5.3666763
43.563244,1.3904217,-2.5873215,1.5140295,-1.818617,-0.6451531,0.59779227,0.30300978,-0.56479293,0.70291257,-0.9767925,-1.3847935,0.00013752514,4.2864776
43.563244,1.398161,-1.7624182,1.3807186,-2.0557902,-0.91251415,0.43477243,0.380408,-0.28181058,0.70682746,-1.8353395,-0.41361254,0.062499017,3.3491046
43.563244,1.4059004,-1.5364196,1.8285619,-1.8643095,-0.625113,0.1705947,0.2606373,-0.7244421,1.7114176,1.4035416,5.9583406,-0.23945358,0.020356597
43.563244,1.4136395,-0.7050619,1.8104444,-1.9123999,-1.2983887,0.48897386,1.0589747,-0.2740261,1.5514472,4.3539414,12.509071,0.39452946,7.185056
43.563244,1.4213789,-1.782779,1.1897641,-2.3413339,-1.2372957,0.48321974,0.21124674,-0.4584516,1.1238533,-5.8259263,4.369841,-0.4088479,-2.79432
43.563244,1.4291182,-1.8384652,1.1029443,-2.1530929,-1.2812192,0.025186524,0.29435527,-0.6903195,1.1998314,-7.2940574,6.9108124,-0.5523905,1.5533692
43.563244,1.4368573,-0.340157,0.61355436,-1.9458692,-0.24168272,0.71065825,-0.25518292,-0.04107745,0.72364974,7.199817,4.2043343,-0.50059927,-0.16587982
43.563244,1.4445966,-0.63299865,1.7468897,-1.7928977,-1.0163056,0.4685607,0.3646652,-0.5428703,1.3011177,-3.0654657,-0.6760807,-0.07039905,-11.605695
43.563244,1.452336,-0.070763454,0.59353125,-1.6857044,-1.0250268,0.39552337,0.0012969003,-0.6032562,0.9055426,-1.7563046,1.5709379,-0.82175076,-10.1745205
43.563244,1.4600751,-1.5065671,4.1598253,-1.9341569,-0.7764572,0.41570592,0.8128772,-0.3633073,3.1526985,10.574362,15.89007,1.3225704,5.4734306
43.563244,1.4678144,0.05204571,-0.25772452,-1.8469305,-0.95967877,0.13053869,-0.11038544,-0.54289603,0.7910043,-0.501723,1.2061843,-1.3571376,-10.299267
43.563244,1.4755538,-0.66671795,0.34072065,-1.9670612,-0.78886384,0.19293498,0.061844215,0.035360068,1.0880481,-5.1043186,0.7313004,-0.6785437,-6.7030964
43.563244,1.4832929,1.2879407,0.63786364,-2.0699296,-1.0420667,-0.033391163,0.42589736,-0.46899205,2.0685856,8.721061,5.460448,-1.6289641,-5.5759225
43.563244,1.4910322,-0.05191855,-0.20037107,-1.6846699,-0.68856394,0.56806904,0.40160125,-0.65875953,0.93516636,-2.4508178,0.11017457,-0.76831555,-0.97006917
43.563244,1.4987715,-0.37328154,0.4810614,-1.7443972,-0.67802364,0.5972443,0.20124026,-0.082171835,1.0697184,-3.2335734,0.4142743,-0.34449604,-2.7521815
43.563244,1.5065107,-1.7188944,0.27931744,-1.9193013,-0.18218888,0.60151196,0.08069051,0.039534293,0.44724503,-5.239909,-0.052767403,-0.5706523,-3.121741
43.563244,1.51425,-1.9882764,0.7218802,-1.8683703,-0.14115088,0.5824886,0.07711262,-0.015548969,0.6477295,-1.4432548,0.33144733,-0.69104475,-4.839576
43.563244,1.5219893,-1.5470506,0.3108086,-2.128059,-0.14938165,3.3303072,-0.32050252,-0.1554112,1.5104178,6.38394,0.4666606,0.088474825,-1.9726813
43.563244,1.5297285,-1.5795993,0.46465224,-1.5745933,-0.07065639,0.6939685,-0.36570668,-0.110129006,0.5042185,-1.7491999,0.336723,-0.693878,-3.7294164
43.563244,1.5374678,-1.5383248,-0.28680784,-1.6967478,-0.053707544,0.88070905,0.10873421,-0.26348084,1.0168378,-2.78812,0.4479689,-0.44290805,-6.656989
43.563244,1.5452071,-1.5084428,-0.7787167,-1.3443125,-0.17127912,0.8663846,0.06760639,-0.22990258,0.9746229,-2.9143572,0.14093864,-0.5105976,-6.505989
43.563244,1.5529464,-1.4810865,-1.0534894,-1.750491,-0.13149321,0.65523916,0.07028611,-0.43029588,0.8706825,-2.1331313,0.4105311,-0.4575438,-6.3773394
43.563244,1.5606856,-1.5703286,-0.8070839,-1.7457234,0.16505508,3.4657378,-2.8886576,-0.24997543,1.3351703,6.536623,1.1365768,-0.024334503,-3.420131
43.563244,1.5684249,-1.570357,-0.8069313,-1.7461154,0.16515347,3.465356,-2.8886576,-0.250359,1.3351701,6.537158,1.1364261,-0.023791863,-3.4201238
43.563244,1.5761642,-1.6471976,-1.0092717,-1.6511616,-0.0866626,0.70891166,-2.8707235,-0.22123988,0.7242182,-1.8712366,0.77949923,-0.7223128,-4.334486
43.563244,1.5839034,-1.634062,-1.4784616,-1.7026775,-0.025259702,0.7112634,-2.834206,-0.22086538,0.7243112,8.167936,4.4543715,-0.78918,-0.15110171
43.563244,1.5916427,-1.7896297,-0.8983437,-1.7601733,-0.09329485,0.6921265,-2.9080195,-0.2905682,0.62693757,11.668974,6.8828874,0.18297611,-0.1774151
43.563244,1.599382,-1.7916105,-1.4931101,-1.8053774,-0.07226427,0.73811567,-2.7605414,-0.34319478,0.8022024,-0.9128517,0.9426876,-0.8405305,-6.0072775
43.563244,1.6071212,-2.284182,-1.7011334,-1.7455128,-0.015186829,3.5140858,-2.8042374,-0.2657171,1.3579444,5.1825066,-0.48407817,-0.07124439,-3.9189844
43.563244,1.6148605,-2.191269,-1.350737,-1.7729498,-0.00833214,3.533605,-0.15026084,-0.21394922,1.4484725,5.531013,-0.17901894,-0.13919258,-3.9143844
43.570984,1.2975506,-1.9935777,-1.5296004,-2.185512,-0.27557185,3.437431,-0.13421749,-0.13365147,1.4005091,5.3351073,-1.0483211,0.11959447,-1.935547
43.570984,1.3052899,-1.5072168,-0.62386394,-1.9441496,-0.3223284,0.65663505,-0.19042732,-0.13160865,0.5348567,-2.408424,0.1213133,-0.6134652,-3.2691925
