,mean,range_min,range_max,avg_diff_per_class,areas_km²,percentages,date,type_uh
7.0,16.23,15.05,18.13,2.3900000000000006,84.2148,9.776892671718876,2020-05-28,uh_wavg
8.0,19.76,18.13,35.9,3.530000000000001,20.3634,2.3640829905346825,2020-05-28,uh_wavg
1.0,2.3,-4.21,3.7,,37.1727,4.315522213399089,2020-07-31,uh_wavg
2.0,5.18,3.7,6.45,2.88,63.805499999999995,7.407426756384002,2020-07-31,uh_wavg
3.0,7.72,6.45,8.75,2.54,97.00919999999999,11.262172441175242,2020-07-31,uh_wavg
4.0,9.71,8.75,10.55,1.990000000000001,132.6843,15.403832490491915,2020-07-31,uh_wavg
5.0,11.42,10.55,12.18,1.709999999999999,171.1683,19.871588581936724,2020-07-31,uh_wavg
6.0,12.97,12.18,13.84,1.5500000000000007,189.9018,22.04643290007105,2020-07-31,uh_wavg
7.0,14.69,13.84,15.82,1.7199999999999989,120.99329999999999,14.046579178334099,2020-07-31,uh_wavg
8.0,17.01,15.82,31.32,2.320000000000002,48.6369,5.646445438207882,2020-07-31,uh_wavg
1.0,-2.53,-7.9,-0.66,,10.836,1.3157075151595954,2020-08-07,uh_wavg
2.0,1.51,-0.66,2.92,4.04,49.2399,5.978710453645898,2020-08-07,uh_wavg
3.0,4.31,2.92,5.47,2.8,62.206199999999995,7.5530790724917685,2020-08-07,uh_wavg
4.0,6.66,5.47,7.57,2.3500000000000005,104.5242,12.691332175714706,2020-08-07,uh_wavg
5.0,8.55,7.57,9.35,1.8900000000000006,179.02349999999998,21.737039898502562,2020-08-07,uh_wavg
6.0,10.19,9.35,11.09,1.6399999999999988,212.8122,25.839665084685016,2020-08-07,uh_wavg
7.0,11.99,11.09,13.15,1.8000000000000007,142.93619999999999,17.355318616496394,2020-08-07,uh_wavg
8.0,14.33,13.15,26.77,2.34,62.0091,7.529147183304065,2020-08-07,uh_wavg
1.0,3.66,-1.63,5.03,,48.0672,6.026494549886032,2020-09-08,uh_wavg
2.0,6.59,5.03,7.8,2.9299999999999997,63.3339,7.940579088713863,2020-09-08,uh_wavg
3.0,9.08,7.8,10.04,2.49,127.4112,15.974363024982507,2020-09-08,uh_wavg
4.0,10.91,10.04,11.69,1.83,164.9538,20.681320665297555,2020-09-08,uh_wavg
5.0,12.36,11.69,13.09,1.4499999999999993,149.7924,18.78043826589334,2020-09-08,uh_wavg
6.0,13.81,13.09,14.59,1.450000000000001,118.5111,14.858500146690437,2020-09-08,uh_wavg
7.0,15.42,14.59,16.55,1.6099999999999994,96.8463,12.142244589379612,2020-09-08,uh_wavg
8.0,17.63,16.55,32.08,2.209999999999999,28.6821,3.596059669156642,2020-09-08,uh_wavg
1.0,-1.61,-7.93,0.17,,34.0272,3.9506048998033476,2020-09-17,uh_wavg
2.0,1.93,0.17,3.11,3.54,81.9009,9.508807566837822,2020-09-17,uh_wavg
3.0,4.25,3.11,5.23,2.3200000000000003,119.5182,13.876228033328527,2020-09-17,uh_wavg
4.0,6.19,5.23,7.09,1.9400000000000004,154.4265,17.929129859626467,2020-09-17,uh_wavg
5.0,8.01,7.09,8.9,1.8199999999999994,178.47809999999998,20.721553826573793,2020-09-17,uh_wavg
6.0,9.75,8.9,10.71,1.7400000000000002,157.1292,18.24291706112111,2020-09-17,uh_wavg
7.0,11.57,10.71,12.66,1.8200000000000003,98.9631,11.4897525438393,2020-09-17,uh_wavg
8.0,13.82,12.66,26.18,2.25,36.873,4.281006208869634,2020-09-17,uh_wavg
1.0,1.45,-2.37,2.92,,8.9217,1.035780560385181,2021-03-28,uh_wavg
2.0,4.47,2.92,5.17,3.0199999999999996,77.0085,8.940438177076368,2021-03-28,uh_wavg
3.0,6.0,5.17,6.72,1.5300000000000002,168.2334,19.531354487093754,2021-03-28,uh_wavg
4.0,7.47,6.72,8.18,1.4699999999999998,206.7678,24.005073893272705,2021-03-28,uh_wavg
5.0,8.82,8.18,9.51,1.3500000000000005,179.0442,20.78645345726896,2021-03-28,uh_wavg
6.0,10.18,9.51,11.08,1.3599999999999994,125.2008,14.535408586331416,2021-03-28,uh_wavg
7.0,11.99,11.08,13.2,1.8100000000000005,68.7069,7.976649224287817,2021-03-28,uh_wavg
8.0,14.47,13.2,29.26,2.4800000000000004,27.4671,3.1888416142838034,2021-03-28,uh_wavg
1.0,4.09,-2.0,5.53,,55.5372,6.883058939008613,2021-08-26,uh_wavg
2.0,7.05,5.53,8.34,2.96,71.1,8.811850265470934,2021-08-26,uh_wavg
3.0,9.67,8.34,10.77,2.62,108.11789999999999,13.399701066345425,2021-08-26,uh_wavg
4.0,11.78,10.77,12.67,2.1099999999999994,131.35049999999998,16.27905679739437,2021-08-26,uh_wavg
5.0,13.57,12.67,14.44,1.790000000000001,160.947,19.94712889840718,2021-08-26,uh_wavg
6.0,15.4,14.44,16.61,1.83,153.9405,19.078771248828808,2021-08-26,uh_wavg
7.0,17.79,16.61,19.29,2.389999999999999,92.2113,11.428300539865258,2021-08-26,uh_wavg
8.0,20.71,19.29,37.8,2.9200000000000017,33.6636,4.172132244679428,2021-08-26,uh_wavg
1.0,-2.06,-12.64,-1.65,,20.1816,2.3445227206668044,2021-12-17,uh_wavg
2.0,-1.21,-1.65,-0.94,0.8500000000000001,75.69,8.79300574420613,2021-12-17,uh_wavg
3.0,-0.63,-0.93,-0.4,0.58,162.1899,18.84181163102415,2021-12-17,uh_wavg
4.0,-0.17,-0.4,0.05,0.45999999999999996,210.5811,24.46348027376464,2021-12-17,uh_wavg
5.0,0.24,0.06,0.44,0.41000000000000003,166.3173,19.321297057218313,2021-12-17,uh_wavg
6.0,0.64,0.44,0.89,0.4,127.5966,14.823062977159097,2021-12-17,uh_wavg
7.0,1.16,0.89,1.63,0.5199999999999999,81.2538,9.439359626616147,2021-12-17,uh_wavg
8.0,2.08,1.63,5.25,0.9200000000000002,16.9875,1.9734599693447172,2021-12-17,uh_wavg
1.0,-4.49,-12.62,-3.81,,14.5044,1.8262563444730133,2022-01-01,uh_wavg
2.0,-3.11,-3.81,-2.75,1.3800000000000003,70.9272,8.9304796472592,2022-01-01,uh_wavg
3.0,-2.39,-2.75,-2.08,0.7199999999999998,161.32139999999998,20.31205911649353,2022-01-01,uh_wavg
4.0,-1.79,-2.08,-1.51,0.6000000000000001,188.928,23.78802009380584,2022-01-01,uh_wavg
5.0,-1.25,-1.51,-0.98,0.54,159.5196,20.085193566627872,2022-01-01,uh_wavg
6.0,-0.73,-0.98,-0.43,0.52,111.8673,14.08526835746849,2022-01-01,uh_wavg
7.0,-0.12,-0.43,0.37,0.61,67.4361,8.490913479462547,2022-01-01,uh_wavg
8.0,0.95,0.37,6.2,1.0699999999999998,19.7109,2.4818093944094977,2022-01-01,uh_wavg
1.0,-21.29,-41.16,-13.66,,3.0456,0.35869001826308816,2022-06-11,uh_wavg
2.0,-6.15,-13.66,-2.02,15.139999999999999,10.62,1.250751245716442,2022-06-11,uh_wavg
3.0,2.41,-2.01,4.55,8.56,55.9548,6.589975122769714,2022-06-11,uh_wavg
4.0,6.96,4.55,8.68,4.55,99.2889,11.693570184634204,2022-06-11,uh_wavg
5.0,10.59,8.68,12.24,3.63,200.48399999999998,23.61163961828768,2022-06-11,uh_wavg
6.0,13.84,12.24,15.37,3.25,213.6105,25.15758935716686,2022-06-11,uh_wavg
7.0,16.83,15.37,18.8,2.9899999999999984,203.0481,23.91362184702041,2022-06-11,uh_wavg
8.0,20.79,18.8,39.62,3.960000000000001,63.0378,7.424162606141612,2022-06-11,uh_wavg
1.0,0.53,-5.67,2.26,,40.9653,5.1691204193713975,2022-06-18,uh_wavg
2.0,3.93,2.26,5.24,3.4000000000000004,53.0496,6.693952457311063,2022-06-18,uh_wavg
3.0,6.51,5.24,7.45,2.5799999999999996,90.0198,11.35895956645574,2022-06-18,uh_wavg
4.0,8.37,7.45,9.14,1.8599999999999994,135.7587,17.13042668495814,2022-06-18,uh_wavg
5.0,9.92,9.14,10.66,1.5500000000000007,170.2962,21.48846864935336,2022-06-18,uh_wavg
6.0,11.34,10.66,12.13,1.42,154.7253,19.52368730665625,2022-06-18,uh_wavg
7.0,12.92,12.13,13.99,1.58,99.8172,12.595223926700857,2022-06-18,uh_wavg
8.0,15.21,13.99,25.91,2.290000000000001,47.8683,6.0401609891931916,2022-06-18,uh_wavg
1.0,3.64,-4.38,5.44,,60.6312,7.56129069912308,2022-07-12,uh_wavg
2.0,7.2,5.44,8.67,3.56,73.5741,9.175394153939743,2022-07-12,uh_wavg
3.0,10.13,8.67,11.34,2.9300000000000006,107.0496,13.350109264287132,2022-07-12,uh_wavg
4.0,12.58,11.34,13.68,2.4499999999999993,147.096,18.344278468481715,2022-07-12,uh_wavg
5.0,14.79,13.68,15.86,2.209999999999999,168.47549999999998,21.01050665631078,2022-07-12,uh_wavg
6.0,16.83,15.86,17.97,2.039999999999999,136.7226,17.050616246089888,2022-07-12,uh_wavg
7.0,19.06,17.97,20.55,2.2300000000000004,77.9814,9.725026628610294,2022-07-12,uh_wavg
8.0,22.16,20.55,37.87,3.1000000000000014,30.3327,3.7827778831573613,2022-07-12,uh_wavg
1.0,3.8,-3.54,5.2,,43.6383,5.066138671793372,2022-07-13,uh_wavg
2.0,6.92,5.2,8.42,3.12,70.41329999999999,8.174551761608223,2022-07-13,uh_wavg
3.0,9.97,8.42,11.24,3.0500000000000007,110.7927,12.862352154469844,2022-07-13,uh_wavg
4.0,12.38,11.24,13.39,2.41,135.648,15.747899862080494,2022-07-13,uh_wavg
5.0,14.42,13.39,15.36,2.039999999999999,168.0039,19.50422117273373,2022-07-13,uh_wavg
6.0,16.41,15.36,17.6,1.9900000000000002,198.1584,23.004973460943702,2022-07-13,uh_wavg
7.0,18.76,17.6,20.54,2.3500000000000014,108.34559999999999,12.578258870731807,2022-07-13,uh_wavg
8.0,22.07,20.54,38.15,3.3099999999999987,26.3718,3.0616040456388176,2022-07-13,uh_wavg
1.0,5.19,-0.56,6.67,,46.179899999999996,5.361258842090965,2022-07-21,uh_wavg
2.0,8.41,6.67,9.88,3.2199999999999998,57.0843,6.6272059514978015,2022-07-21,uh_wavg
3.0,11.41,9.88,12.61,3.0,92.7702,10.770163101967464,2022-07-21,uh_wavg
4.0,13.81,12.61,14.81,2.4000000000000004,138.46949999999998,16.075626652178002,2022-07-21,uh_wavg
5.0,15.89,14.81,16.86,2.08,200.1078,23.23152956419071,2022-07-21,uh_wavg
6.0,17.83,16.86,18.98,1.9399999999999977,193.66469999999998,22.483517402070905,2022-07-21,uh_wavg
7.0,20.05,18.98,21.57,2.2200000000000024,105.58619999999999,12.258037552112174,2022-07-21,uh_wavg
8.0,23.01,21.57,37.53,2.960000000000001,27.5004,3.1926609338919834,2022-07-21,uh_wavg
1.0,-10.94,-26.43,-5.02,,1.8639,0.21827364622384487,2022-08-30,uh_wavg
2.0,1.45,-5.02,2.77,12.389999999999999,40.4937,4.74205029674044,2022-08-30,uh_wavg
3.0,4.26,2.77,5.51,2.8099999999999996,61.8489,7.2428697451225705,2022-08-30,uh_wavg
4.0,6.85,5.51,7.9,2.59,108.7623,12.736704647616119,2022-08-30,uh_wavg
5.0,9.1,7.9,10.09,2.25,191.43449999999999,22.41810522454994,2022-08-30,uh_wavg
6.0,11.13,10.09,12.28,2.030000000000001,242.5725,28.406665619740117,2022-08-30,uh_wavg
7.0,13.36,12.28,14.89,2.2299999999999986,145.9548,17.092165019513942,2022-08-30,uh_wavg
8.0,16.54,14.89,32.79,3.1799999999999997,60.997499999999995,7.14316580049304,2022-08-30,uh_wavg
1.0,2.16,-1.52,3.06,,42.2262,4.902202532703639,2022-10-09,uh_wavg
2.0,3.98,3.07,4.73,1.8199999999999998,58.4811,6.7892966105236745,2022-10-09,uh_wavg
3.0,5.45,4.73,5.96,1.4700000000000002,104.4216,12.12270656580432,2022-10-09,uh_wavg
4.0,6.51,5.96,6.98,1.0599999999999996,182.9457,21.238872403560826,2022-10-09,uh_wavg
5.0,7.49,6.98,8.05,0.9800000000000004,205.7112,23.881807163455505,2022-10-09,uh_wavg
6.0,8.58,8.05,9.21,1.0899999999999999,153.4311,17.812408576085588,2022-10-09,uh_wavg
7.0,9.79,9.21,10.64,1.209999999999999,91.4913,10.621578133489361,2022-10-09,uh_wavg
8.0,11.48,10.64,20.87,1.6900000000000013,22.6638,2.631128014377063,2022-10-09,uh_wavg
1.0,2.72,-2.06,3.61,,36.9261,4.287054722666879,2023-04-19,uh_wavg
2.0,4.52,3.61,5.27,1.7999999999999994,105.24329999999999,12.218560484157468,2023-04-19,uh_wavg
3.0,6.06,5.27,6.82,1.54,132.759,15.413084455887082,2023-04-19,uh_wavg
4.0,7.57,6.82,8.31,1.5100000000000007,143.8479,16.700486080054837,2023-04-19,uh_wavg
5.0,9.02,8.31,9.71,1.4499999999999993,145.917,16.940704920567914,2023-04-19,uh_wavg
6.0,10.42,9.71,11.14,1.4000000000000004,147.7755,17.15647347457379,2023-04-19,uh_wavg
7.0,11.98,11.14,13.3,1.5600000000000005,112.9149,13.109219638804486,2023-04-19,uh_wavg
8.0,14.71,13.3,29.76,2.7300000000000004,35.9559,4.1744162232875395,2023-04-19,uh_wavg
1.0,5.4,-0.5,6.85,,45.2763,5.710455490185171,2023-08-08,uh_wavg
2.0,8.4,6.85,9.71,3.0,57.5928,7.263869197684804,2023-08-08,uh_wavg
3.0,11.04,9.71,12.12,2.639999999999999,89.3367,11.267556072161938,2023-08-08,uh_wavg
4.0,13.19,12.12,14.12,2.1500000000000004,128.8602,16.2524419300243,2023-08-08,uh_wavg
5.0,15.03,14.12,15.88,1.8399999999999999,161.39159999999998,20.355451931579413,2023-08-08,uh_wavg
6.0,16.78,15.88,17.86,1.7500000000000018,168.2613,21.221890136135112,2023-08-08,uh_wavg
7.0,19.03,17.86,20.63,2.25,111.5532,14.069603377213344,2023-08-08,uh_wavg
8.0,21.99,20.63,37.8,2.9599999999999973,30.5946,3.8587318650158964,2023-08-08,uh_wavg
1.0,1.61,-5.68,3.46,,9.99,1.1597885632309413,2023-08-09,uh_wavg
2.0,5.63,3.46,7.12,4.02,70.07939999999999,8.135864528336977,2023-08-09,uh_wavg
3.0,8.6,7.12,9.81,2.9699999999999998,91.8774,10.666502276215663,2023-08-09,uh_wavg
4.0,10.99,9.81,11.96,2.3900000000000006,139.1688,16.156795054912333,2023-08-09,uh_wavg
5.0,13.04,11.96,14.0,2.049999999999999,204.4278,23.733035480126343,2023-08-09,uh_wavg
6.0,14.96,14.0,16.14,1.9200000000000017,203.68619999999999,23.646939464261273,2023-08-09,uh_wavg
7.0,17.2,16.14,18.62,2.2399999999999984,107.8335,12.518924928244616,2023-08-09,uh_wavg
8.0,19.95,18.62,35.5,2.75,34.3008,3.9821497046718584,2023-08-09,uh_wavg
1.0,3.5,-1.96,5.65,,10.6875,1.2408283195161658,2023-09-10,uh_wavg
2.0,8.13,5.65,9.61,4.630000000000001,76.0959,8.834802125760955,2023-09-10,uh_wavg
3.0,10.97,9.61,11.98,2.84,118.9323,13.8081465211876,2023-09-10,uh_wavg
4.0,12.91,11.98,13.75,1.9399999999999995,159.3126,18.4963355074387,2023-09-10,uh_wavg
5.0,14.67,13.75,15.59,1.7599999999999998,193.6908,22.48767530944952,2023-09-10,uh_wavg
6.0,16.51,15.59,17.55,1.8400000000000016,171.09,19.863702192844052,2023-09-10,uh_wavg
7.0,18.45,17.55,19.76,1.9399999999999977,99.45179999999999,11.546443028477924,2023-09-10,uh_wavg
8.0,21.08,19.76,34.29,2.629999999999999,32.0589,3.722066995325082,2023-09-10,uh_wavg
1.0,3.86,-1.46,4.99,,47.2815,5.830536540322654,2023-09-25,uh_wavg
2.0,6.08,4.99,6.99,2.22,60.452999999999996,7.4547851796606555,2023-09-25,uh_wavg
3.0,7.95,6.99,8.66,1.87,116.8254,14.406369585097977,2023-09-25,uh_wavg
4.0,9.44,8.66,10.14,1.4899999999999993,189.3843,23.35399852613448,2023-09-25,uh_wavg
5.0,10.8,10.14,11.55,1.3600000000000012,164.3472,20.266538813271893,2023-09-25,uh_wavg
6.0,12.24,11.55,13.01,1.4399999999999995,122.1687,15.065280700352487,2023-09-25,uh_wavg
7.0,13.77,13.01,14.84,1.5299999999999994,84.6189,10.434812526081206,2023-09-25,uh_wavg
8.0,16.01,14.84,29.93,2.240000000000002,25.8498,3.1876781290786567,2023-09-25,uh_wavg
1.0,-1.64,-14.91,0.37,,15.593399999999999,1.8114695737724802,2023-09-26,uh_wavg
2.0,2.41,0.37,3.61,4.05,56.4399,6.556566341962716,2023-09-26,uh_wavg
3.0,4.86,3.61,5.76,2.45,92.3562,10.728926741393535,2023-09-26,uh_wavg
4.0,6.67,5.76,7.42,1.8099999999999996,190.7577,22.160129895521095,2023-09-26,uh_wavg
5.0,8.14,7.42,8.88,1.4700000000000006,202.98239999999998,23.580260982936053,2023-09-26,uh_wavg
6.0,9.54,8.88,10.27,1.3999999999999986,149.4486,17.361293351218716,2023-09-26,uh_wavg
7.0,10.94,10.27,11.8,1.4000000000000004,103.74929999999999,12.052451694318954,2023-09-26,uh_wavg
8.0,12.88,11.8,22.71,1.9400000000000013,49.4874,5.748901418876463,2023-09-26,uh_wavg
1.0,-0.26,-3.33,1.1,,6.4908,0.7535798176027552,2023-10-12,uh_wavg
2.0,2.75,1.1,3.52,3.01,51.8814,6.023414055120414,2023-10-12,uh_wavg
3.0,4.39,3.52,5.02,1.6399999999999997,93.2499,10.826283760626604,2023-10-12,uh_wavg
4.0,5.67,5.02,6.23,1.2800000000000002,140.0328,16.25776358575262,2023-10-12,uh_wavg
5.0,6.78,6.23,7.31,1.1100000000000003,170.0424,19.741868610453984,2023-10-12,uh_wavg
6.0,7.85,7.31,8.42,1.0699999999999994,153.0315,17.766908525524748,2023-10-12,uh_wavg
7.0,9.06,8.42,9.77,1.2100000000000009,154.503,17.937749207967965,2023-10-12,uh_wavg
8.0,10.57,9.77,19.88,1.5099999999999998,92.097,10.692432436950906,2023-10-12,uh_wavg
1.0,,,,,7.6986,0.8058043536420397,2015-04-13,uh_req
1.0,,,,,13.268699999999999,1.388820854073485,2015-08-03,uh_req
1.0,,,,,20.3184,2.1267055281532254,2015-08-26,uh_req
1.0,,,,,8.0946,0.8472532565649411,2015-09-20,uh_req
1.0,,,,,12.662099999999999,1.325328670959768,2016-07-04,uh_req
1.0,,,,,17.2323,1.8036866915108876,2016-08-12,uh_req
1.0,,,,,15.3486,1.6065217964708143,2016-09-06,uh_req
1.0,,,,,6.8553,0.7175370308266795,2016-09-22,uh_req
1.0,,,,,9.973799999999999,1.043947141344527,2016-09-29,uh_req
1.0,,,,,4.986,0.521879368620166,2017-03-17,uh_req
1.0,,,,,12.790799999999999,1.338799564409711,2017-05-27,uh_req
1.0,,,,,6.0858,0.6369942762833145,2017-10-11,uh_req
1.0,,,,,21.1734,2.216197477645853,2018-04-21,uh_req
1.0,,,,,12.9366,1.3540602968495066,2018-07-01,uh_req
1.0,,,,,7.7094,0.8069347782672098,2018-07-26,uh_req
1.0,,,,,19.583099999999998,2.0497424515895655,2018-08-02,uh_req
1.0,,,,,23.8959,2.5011586852407994,2018-08-11,uh_req
1.0,,,,,11.720699999999999,1.22679332446578,2018-08-27,uh_req
1.0,,,,,13.347,1.397016432605968,2018-09-03,uh_req
1.0,,,,,6.3126,0.6607331934118853,2018-09-19,uh_req
1.0,,,,,6.0642,0.6347334270329744,2018-09-28,uh_req
1.0,,,,,4.5027,0.471292866643807,2018-10-05,uh_req
1.0,,,,,3.6387,0.3808588966302042,2019-02-26,uh_req
1.0,,,,,8.813699999999999,0.9225206961908458,2019-05-01,uh_req
1.0,,,,,26.973,2.8232355013621615,2019-06-27,uh_req
1.0,,,,,22.023,2.3051242148258955,2019-07-04,uh_req
1.0,,,,,13.373099999999999,1.3997482921167954,2019-07-29,uh_req
1.0,,,,,19.4652,2.0374019827647927,2019-08-14,uh_req
1.0,,,,,10.8072,1.1311782415868146,2019-08-30,uh_req
1.0,,,,,5.715,0.5981830308191434,2020-02-06,uh_req
1.0,,,,,4.77,0.49927087611676524,2020-02-22,uh_req
1.0,,,,,16.7679,1.7550784326285767,2020-05-19,uh_req
1.0,,,,,11.5857,1.2126630166511547,2020-05-28,uh_req
1.0,,,,,21.061799999999998,2.204516423185763,2020-07-31,uh_req
1.0,,,,,24.3216,2.545716255882918,2020-08-07,uh_req
1.0,,,,,9.054,0.9476726441008791,2020-09-08,uh_req
1.0,,,,,6.381,0.6678925493712956,2020-09-17,uh_req
1.0,,,,,10.4733,1.0962292802586413,2021-03-28,uh_req
1.0,,,,,12.9438,1.3548139132662866,2021-08-26,uh_req
1.0,,,,,5.5548,0.5814150655457878,2021-12-17,uh_req
1.0,,,,,4.9923,0.5225387829848486,2022-01-01,uh_req
1.0,,,,,40.4091,4.229577937125783,2022-06-11,uh_req
1.0,,,,,30.8817,3.232355013621617,2022-06-18,uh_req
1.0,,,,,16.4052,1.7171150056332827,2022-07-12,uh_req
1.0,,,,,16.137,1.689042794108227,2022-07-13,uh_req
1.0,,,,,16.0065,1.6753834965540888,2022-07-21,uh_req
1.0,,,,,31.825799999999997,3.3311729662718967,2022-08-30,uh_req
1.0,,,,,6.9281999999999995,0.7251673970465773,2022-10-09,uh_req
1.0,,,,,23.8212,2.4933399149167066,2023-04-19,uh_req
1.0,,,,,14.9409,1.5638482668706453,2023-08-08,uh_req
1.0,,,,,13.0779,1.3688500190288146,2023-08-09,uh_req
1.0,,,,,6.1452,0.6432116117217498,2023-09-10,uh_req
1.0,,,,,8.4222,0.8815428035284321,2023-09-25,uh_req
1.0,,,,,9.0036,0.9423973291834189,2023-09-26,uh_req
1.0,,,,,11.3913,1.192315373398094,2023-10-12,uh_req
